chain,category,item_name,calories,protein_g,carbs_g,fat_g,serving_size,serving_g,sodium_mg,fiber_g,sugar_g,sat_fat_g,trans_fat_g,cholesterol_mg,is_sample_data,source_note,calories_from_fat,caffeine_mg
Panera Bread,Drinks,Drive Thru - Wild Cherry Pepsi 20 fl oz with Ice,160,0,44,0,20 fl oz (591 mL),,35,0,44,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,39
Panera Bread,Drinks,Drive Thru - Wild Cherry Pepsi 30 fl oz with Ice,240,0,66,0,30 fl oz (887 mL),,50,0,66,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,59
Panera Bread,Drinks,Drive-Thru - Lime Bubly Sparkling Water - 20 fl oz with Ice,0,0,0,0,20 fl oz (591 mL),,70,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Drive-Thru - Lime Bubly Sparkling Water - 30 fl oz with Ice,5,0,0,0,30 fl oz (887 mL),,95,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Espresso,5,0,1,0,2 fl oz (59 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,126
Panera Bread,Drinks,Fanta Orange - 20 fl oz,250,0,66,0,20 fl oz (591 mL),,65,0,66,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Fanta Orange - 30 fl oz,370,0,99,0,30 fl oz (887 mL),,100,0,99,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Frozen Signature Hot Chocolate,590,9,82,26,16 fl oz,,240,2,53,16,1,80,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",240,17
Panera Bread,Drinks,Frozen Strawberry Lemonade with Fresh Strawberries - 16 fl oz,140,1,35,0,16 fl oz (473mL),,15,1,31,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Gold Peak Unsweetened Iced Tea - 18.5 fl oz,0,0,0,0,18.5 fl oz (547 mL),,55,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,47
Panera Bread,Drinks,Hazelnut Coffee - Group,35,4,0,0.5,1 Container,,70,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,1421
Panera Bread,Drinks,Hazelnut Flavored Coffee - 16 fl oz,5,1,0,0,16 fl oz (473 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,189
Panera Bread,Drinks,Hazelnut Flavored Coffee - 20 fl oz,5,1,0,0,20 fl oz (591 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,237
Panera Bread,Drinks,Honest Berry Hibiscus Iced Tea - 16.9 fl oz bottle,100,0,26,0,16.9 fl oz bottle,,5,0,25,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Honey Ginseng Green Tea - 16 fl oz,0,0,0,0,16 fl oz (473 mL),,0,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,50
Panera Bread,Drinks,Signature Hot Chocolate - 16 fl oz,330,10,50,10,16 fl oz (473 mL),,190,1,40,6,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,50
Panera Bread,Drinks,Signature Hot Chocolate - 20 fl oz,410,13,65,11,20 fl oz (591 mL),,240,2,51,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,9
Panera Bread,Drinks,Signature Hot Chocolate - Group,3450,53,406,183,1 Container,,1270,11,278,117,5,595,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",1650,11
Panera Bread,Drinks,Hot Tea - 16 fl oz,0,0,0,0,16 fl oz (473 mL),,0,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,100
Panera Bread,Drinks,Iced Cafe Blend Dark Roast Coffee - 20 fl oz,5,0,0,0,20 fl oz (591 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,102
Panera Bread,Drinks,Iced Cafe Blend Dark Roast Coffee - 20 fl oz - no ice,5,1,0,0,20 fl oz (591 mL),,10,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,186
Panera Bread,Drinks,Iced Cafe Blend Dark Roast Coffee - 30 fl oz,5,0,0,0,30 fl oz (887 mL),,15,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,166
Panera Bread,Drinks,Iced Cafe Blend Dark Roast Coffee - 30 fl oz - no ice,10,1,0,0,30 fl oz (887 mL),,20,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,279
Panera Bread,Drinks,Iced Caffe Latte - 20 fl oz,160,10,15,6,20 fl oz (591 mL),,135,0,14,4,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",60,126
Panera Bread,Drinks,Iced Caramel Latte - 20 fl oz,350,11,53,10,20 fl oz (591 mL),,280,0,47,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,126
Panera Bread,Drinks,Iced Chai Tea Latte - 20 fl oz,230,10,33,6,20 fl oz (591 mL),,135,0,32,4,0,25,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",50,9
Panera Bread,Drinks,Iced Madagascar Vanilla Latte - 20 fl oz,280,11,35,10,20 fl oz (591 mL),,150,0,34,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,126
Panera Bread,Drinks,Iced Mocha Latte - 20 fl oz,370,12,54,11,20 fl oz (591 mL,,230,1,43,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,134
Panera Bread,Drinks,Kids Organic Apple juice,100,0,24,0,6.75 fl oz (200 mL),,10,0,23,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Kids Organic Chocolate Milk,150,8,23,2.5,8 fl oz (237 mL),,180,0,22,1.5,0,15,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",20,0
Panera Bread,Drinks,Kids Organic White Milk,110,8,13,2.5,8 fl oz (237 mL),,130,0,12,1.5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",20,0
Panera Bread,Drinks,Lime Bubly Sparkling Water - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,110,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Lime Bubly Sparkling Water - 30 fl oz,5,0,0,0,30 fl oz (887 mL),,160,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Lipton Brisk Raspberry Tea - 20 fl oz,120,0,30,0,20 fl oz (591 mL),,80,0,30,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,12
Panera Bread,Drinks,Lipton Brisk Raspberry Tea - 30 fl oz,170,0,45,0,30 fl oz (887 mL),,120,0,45,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,18
Panera Bread,Drinks,Madagascar Vanilla Latte - 16 fl oz,250,9,32,9,16 fl oz (473 mL),,120,0,31,6,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",80,126
Panera Bread,Drinks,Madagascar Vanilla Latte - 20 fl oz,300,11,41,10,20 fl oz (591 mL),,150,0,40,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,126
Panera Bread,Drinks,Mango Smoothie with Greek Yogurt - 16 fl oz,300,13,51,5,16 fl oz (473 mL),,75,1,42,3,0,20,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",45,0
Panera Bread,Drinks,Minute Maid Orange Juice - 12 fl oz bottle,220,0,51,0,12 fl oz (355 mL),,30,0,45,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Mocha Latte - 16 fl oz,340,10,51,10,16 fl oz (473 mL),,200,1,40,6,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",90,134
Panera Bread,Drinks,Mocha Latte - 20 fl oz,420,13,66,11,20 fl oz (591mL),,250,2,51,7,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",100,137
Panera Bread,Drinks,Mountain Dew - 12 fl oz can,170,0,46,0,1 can (355 mL),,60,0,46,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,54
Panera Bread,Drinks,Mountain Dew - 20 fl oz,280,0,73,0,20 fl oz (591 mL),,85,0,73,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,86
Panera Bread,Drinks,Mountain Dew- 20 fl oz bottle,290,0,77,0,20 fl oz bottle (591 mL),,105,0,77,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,91
Panera Bread,Drinks,Mountain Dew - 30 fl oz,420,0,110,0,30 fl oz (887 mL),,130,0,110,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,129
Panera Bread,Drinks,Mug Root Beer - 20 fl oz,240,0,64,0,20 fl oz (591 mL),,95,0,63,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Mug Root Beer - 30 fl oz,360,0,96,0,30 fl oz (887 mL),,140,0,95,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Orange Ginger Mint Tea - 16 fl oz,0,0,0,0,16 fl oz (473 mL),,0,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Passion Papaya Naturally Flavored Iced Green Tea - 20 fl oz,140,0,36,0,20 fl oz (591 mL),,25,0,36,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Passion Papaya Naturally Flavored Iced Green Tea - 30 fl oz,220,0,54,0,30 fl oz (887 mL),,40,0,54,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Passion Papaya Naturally Flavored Iced Green Tea - Serves 4 - Group,460,0,115,0,1 Container,,85,0,115,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Passion Papaya Naturally Flavored Iced Green Tea - Serves 8 - Group,920,0,229,0,2 Containers,,170,0,230,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Passionfruit Paradise Energy Refresher - Naturally Flavored - 20 fl oz with ice,110,0,25,0,20 fl oz (591 mL),,10,0,24,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,28
Panera Bread,Drinks,Passionfruit Paradise Energy Refresher - Naturally Flavored - 30 fl oz with ice,160,0,38,0,30 fl oz (887 mL),,15,0,37,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,44
Panera Bread,Drinks,Pepsi - 20 fl oz,250,0,69,0,20 fl oz (591 mL),,50,0,69,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Pepsi - 20 fl oz bottle,250,0,69,0,20 fl oz bottle (591 mL),,55,0,69,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Pepsi - 30 fl oz,380,0,103,0,30 fl oz (887 mL),,80,0,103,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,94
Panera Bread,Drinks,Pepsi 12 fl oz can,150,0,41,0,12 fl oz can (355 mL),,30,0,41,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,40
Panera Bread,Drinks,Pepsi Zero - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Pepsi Zero - 20 fl oz bottle,0,0,0,0,20 fl oz bottle (591 mL),,65,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Pibb Xtra - 20 fl oz,240,0,61,0,20 fl oz (591 mL),,90,0,61,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,65
Panera Bread,Drinks,Pibb Xtra - 30 fl oz,370,0,92,0,30 fl oz (887 mL),,135,0,92,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,98
Panera Bread,Drinks,Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - 20 fl oz without ice,15,0,3,0,20 fl oz (591 mL),,10,0,2,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - 30 fl oz without ice,20,0,5,0,30 fl oz (887 mL),,15,0,3,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - Serves 4 - Group,45,0,10,0,1 Container,,35,0,6,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Pomegranate Hibiscus Herbal Tea Infusion - Naturally Flavored - Serves 8 -,90,0,21,0,2 Containers,,75,0,11,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Group Powerade Mountain Blast - 20 fl oz,140,0,37,0,20 fl oz (591 mL),,190,0,36,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Powerade Mountain Blast - 30 Fl oz,210,0,55,0,30 fl oz (887 mL),,280,0,55,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Premium Orange Juice - Serves 4 - Group,900,17,204,0,2 Containers,,30,0,180,1.5,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Premium Orange Juice - Serves 8- Group,1800,33,408,0,2 Containers,,60,0,360,3,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Premium OJ 11.5 fl oz,160,2,37,0,1 Bottle,,5,,32,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,SoBe Life Water Yumberry Pomegranate - 20 fl oz,0,0,0,0,20 fl oz (591 mL),,80,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,SoBe Life Water Yumberry Pomegranate - 30 fl oz,5,0,1,0,30 fl oz (887 mL),,120,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Sprite - 20 fl oz,230,0,61,0,20 fl oz (591 mL),,115,0,61,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Sprite - 30 fl oz,340,0,91,0,30 fl oz (887 mL),,170,0,91,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Sprite 20 fl oz Bottle,230,0,64,0,20 fl oz bottle (591 mL),,110,0,64,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Sprite Zero - 20 fl oz bottle,0,0,1,0,20 fl oz (591 mL),,60,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Starry Lemon Lime - 20 fl oz,250,0,68,0,20 fl oz (591 mL),,55,0,68,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Starry Lemon Lime - 30 fl oz,370,0,97,0,30 fl oz (887 mL),,85,0,97,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Starry Lemon Lime 12 fl oz Can,150,0,39,0,1 Can (355 mL),,35,0,39,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Starry Lemon Lime 20 fl oz bottle,250,0,68,0,20 fl oz bottle (591mL),,55,0,68,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Strawberry Banana Smoothie with Greek Yogurt - 16 fl oz,250,7,51,2.5,16 fl oz (473 mL),,40,4,36,1.5,0,10,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",25,0
Panera Bread,Drinks,Strawberry Basil Lemonade Fresca - 20 fl oz,150,1,36,0,20 fl oz (591 mL),,15,1,32,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Strawberry Basil Lemonade Fresca - 30 fl oz,220,1,55,0,30 fl oz (887 mL),,20,1,49,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,0
Panera Bread,Drinks,Strawberry Basil Lemonade Fresca - Serves 4 - Group,880,4,215,1,1 Container,,65,6,191,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",10,0
Panera Bread,Drinks,Strawberry Basil Lemonade Fresca - Serves 8 - Group,1750,7,429,2.5,2 Containers,,130,13,382,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",20,0
Panera Bread,Drinks,Strawberry Smoothie with Greek Yogurt - 16 fl oz,260,12,43,4.5,16 fl oz ( 473 mL),,70,2,37,2.5,0,20,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",40,0
Panera Bread,Drinks,Sweet Iced Tea - 20 fl oz,170,0,45,0,20 fl oz (591 mL),,15,0,44,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,111
Panera Bread,Drinks,Sweet Iced Tea - 30 fl oz,260,0,68,0,30 fl oz (887 mL),,25,0,65,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,166
Panera Bread,Drinks,Sweet Tea - Serves 4 - Group,560,0,145,0,1 Container (1893 mL),,55,0,140,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,354
Panera Bread,Drinks,Sweet Tea - Serves 8 - Group,1120,0,290,0,2 Containers (3785 mL),,110,0,279,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,708
Panera Bread,Drinks,Tropical Green Smoothie - 16 fl oz,200,1,48,0,16 fl oz (473mL),,60,2,41,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",5,0
Panera Bread,Drinks,Tropicana Fruit Punch - 20 fl oz,290,0,78,0,20 fl oz (591 mL),,55,0,78,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Tropicana Fruit Punch - 30 fl oz,420,0,113,0,30 fl oz (887 mL),,85,0,112,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Tropicana Lemonade - 20 fl oz,250,0,67,0,20 fl oz (591 mL),,260,0,66,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Tropicana Lemonade - 30 fl oz,380,0,100,0,30 fl oz (887 mL),,390,0,99,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Tropicana Light Lemonade - 20 fl oz,10,0,0,0,20 fl oz (591 mL),,230,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Tropicana Light Lemonade - 30 fl oz,15,0,0,0,30 fl oz (887 mL),,350,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,0
Panera Bread,Drinks,Unsweetened Iced Tea - 20 fl oz,5,0,2,0,20 fl oz (591 mL),,20,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,120
Panera Bread,Drinks,Unsweetened Iced Tea - 30 fl oz,10,0,3,0,30 fl oz (887 mL),,25,0,0,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,180
Panera Bread,Drinks,Wild Cherry Pepsi 20 fl oz,260,0,70,0,20 fl oz (591 mL),,55,0,70,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,63
Panera Bread,Drinks,Wild Cherry Pepsi 30 fl oz,390,0,106,0,30 fl oz (887 mL),,80,0,105,0,0,0,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",0,94
Panera Bread,Kids,Broccoli Cheddar - Cup,280,8,17,20,1 Cup,,1010,1,6,13,1.5,60,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",180,
Panera Bread,Kids,Grilled Cheese on Classic White Miche - Whole,810,33,72,44,1 Sandwich,,2570,2,13,26,1.5,130,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",390,
Panera Bread,Kids,Kids Ham & American Cheese on Classic White Miche - Whole,650,39,68,25,1 Sandwich,,2520,2,11,14,0.5,115,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",220,
Panera Bread,Kids,Kids Turkey & American Cheese on Classic White Miche - Whole,650,41,68,24,1 Sandwich,,2280,2,12,13,0.5,120,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Kids,Mac & Cheese- Cup,490,16,34,32,About 1 Cup,,1150,0,7,16,1,85,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",290,
Panera Bread,Pastries & Sweets,Pastry - Asiago Croissant Twists 2 -Pack,210,7,16,13,2 Twists,,250,1,3,8,0.5,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",120,
Panera Bread,Pastries & Sweets,Muffin - Blueberry,510,7,79,18,1 Muffin,,390,8,35,3.5,0,65,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",160,
Panera Bread,Pastries & Sweets,Brownie,520,7,70,24,1 Brownie,,230,4,50,8,0,115,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",210,
Panera Bread,Pastries & Sweets,Cookie - Candy,410,4,58,19,1 Cookie,,310,1,31,11,0,55,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",170,
Panera Bread,Pastries & Sweets,Muffie - Chocolate Chip,340,5,51,13,1 Muffie,,200,3,22,4.5,0,35,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",120,
Panera Bread,Pastries & Sweets,Cookie - Chocolate Chipper,390,4,52,18,1 Cookie,,330,1,31,11,0,40,FALSE,"Panera Bread Nutrition Guide, effective 4/8/2026, parsed from c4-26-nutrition-guide.pdf",170,
